Data,Abertura,Max,Min,Fechamento
11/28/2006,111202,111634,109729,111337
11/27/2006,112958,113364,110526,110796
11/24/2006,113229,114309,112607,113202
11/23/2006,114120,115120,113823,114472
11/22/2006,113769,114201,112337,114093
11/21/2006,112012,113039,111472,112985
11/17/2006,111229,111607,110175,111553
11/16/2006,113093,113972,111877,111985
11/14/2006,111202,112823,111148,112337
11/13/2006,110256,110932,109175,110932
11/10/2006,111783,112067,109905,111067
11/9/2006,113310,114174,110932,111526
11/8/2006,111067,113229,110796,113229
11/7/2006,112823,113229,111567,112134
11/6/2006,111472,112958,111337,112783
11/3/2006,109553,111067,109256,111067
11/1/2006,107824,109932,107824,109134
10/31/2006,106959,107959,106365,107959
10/30/2006,107013,107527,105878,106446
10/27/2006,108094,108932,107459,107459
10/26/2006,109148,109513,107905,108689
10/25/2006,108364,109134,107824,108756
10/24/2006,107418,108743,107175,108310
10/23/2006,105824,107770,104959,107689
10/20/2006,106689,106770,105527,105905
10/19/2006,106419,107148,105986,106824
10/18/2006,107148,108553,106121,106256
10/17/2006,107003,107085,106316,106797
10/16/2006,106893,108019,106289,107758
10/13/2006,107415,107827,106481,106481
10/11/2006,105217,106371,104682,105657
10/10/2006,105629,106879,105217,106316
10/9/2006,104118,106454,103871,105520
10/6/2006,104063,104723,103157,104572
10/5/2006,104201,105410,103651,104585
10/4/2006,100959,104297,100684,103926
10/3/2006,102195,102195,100355,100410
10/2/2006,100822,103020,100822,102415
9/29/2006,100465,100918,99943,100547
9/28/2006,99613,100877,99009,100520
9/27/2006,99146,99778,98088,99654
9/26/2006,97058,98885,97031,98652
9/25/2006,96289,97113,94256,96838
9/22/2006,95465,96687,94970,96289
9/21/2006,97800,97882,95465,96014
9/20/2006,99915,99998,96591,97388
9/19/2006,100272,101097,98432,99627
9/18/2006,100657,101701,100135,101014
9/15/2006,100286,101261,99421,100162
9/14/2006,101371,101893,100080,100547
9/13/2006,100547,102113,99888,101316
9/12/2006,99448,100684,98871,100616
9/11/2006,100327,100602,99091,99489
9/8/2006,101921,102278,101316,101605
9/6/2006,103569,103761,102237,102305
9/5/2006,104943,104943,103651,104118
9/4/2006,104201,105300,104146,104943
9/1/2006,101371,104036,101289,103899
8/31/2006,101921,102415,100217,101399
8/30/2006,101371,102140,100726,101097
8/29/2006,102195,102250,100382,101206
8/28/2006,100272,101728,99462,101701
8/25/2006,100135,100932,99228,100423
8/24/2006,99860,100355,98075,100080
8/23/2006,102168,102388,99338,99338
8/22/2006,104118,104118,102072,102470
8/21/2006,104393,104695,103844,104118
8/18/2006,105217,105492,104091,105162
8/17/2006,105629,106811,104833,105162
8/16/2006,105217,106014,104393,105767
8/15/2006,102569,105035,102401,104531
8/14/2006,104615,104755,102134,102275
8/11/2006,105091,105091,103410,103970
8/10/2006,103269,105203,103269,105175
8/9/2006,106632,107025,104250,104278
8/8/2006,106492,107333,105371,105960
8/7/2006,105651,106548,105399,106086
8/4/2006,105792,107473,105427,106492
8/3/2006,103970,106156,103746,105539
8/2/2006,104250,105623,104082,104965
8/1/2006,103830,104699,102905,103718
7/31/2006,105315,105315,104194,104194
7/28/2006,103914,105932,103774,105511
7/27/2006,103690,104699,103213,104026
7/26/2006,103325,104390,102933,103129
7/25/2006,102289,103746,101952,103269
7/24/2006,100915,102625,100523,102331
7/21/2006,101784,102429,99654,100019
7/20/2006,104390,104699,101308,102204
7/19/2006,99626,103970,98926,103830
7/18/2006,99206,99991,97889,99710
7/17/2006,99486,100467,98561,99346
7/14/2006,100131,101112,98982,100327
7/13/2006,101308,101588,99794,99850
7/12/2006,103550,103970,102401,102541
7/11/2006,102289,104222,100775,104040
7/10/2006,102849,103466,101630,102653
7/7/2006,103970,105371,101644,102289
7/6/2006,104250,105175,103297,103830
7/5/2006,105343,105371,103129,103410
7/4/2006,106464,107263,105932,106212
7/3/2006,104474,106688,104250,106688
6/30/2006,104110,105511,103410,104390
6/29/2006,99836,104334,99836,104222
6/28/2006,98505,99486,97805,99486
6/27/2006,97861,99794,97805,97973
6/26/2006,98926,99458,97945,97945
6/23/2006,97665,99472,96319,98842
6/22/2006,98842,99066,97356,97524
6/21/2006,95563,98814,94722,98645
6/20/2006,96179,97440,95787,96684
6/19/2006,98645,99038,95843,96628
6/16/2006,97244,98645,95507,97805
6/14/2006,95283,95423,91499,94274
6/13/2006,94109,95706,93596,93881
6/12/2006,100669,101096,95450,95564
6/9/2006,102522,103178,99785,99813
6/8/2006,99243,101638,98273,101553
6/7/2006,104376,105174,100669,100811
6/6/2006,105517,105745,101866,104604
6/5/2006,108368,109024,104804,105231
6/2/2006,108283,110308,106857,108311
6/1/2006,104661,108340,104091,108155
5/31/2006,105517,106572,103806,105288
5/30/2006,107655,108083,104205,104404
5/29/2006,110678,110935,108597,108597
5/26/2006,107513,110707,107171,110536
5/25/2006,103806,107655,102950,107541
5/24/2006,102237,104176,99813,103235
5/23/2006,106087,107556,101980,101980
5/22/2006,106943,106943,102294,104633
5/19/2006,109908,110365,107228,108597
5/18/2006,109652,111078,108368,108397
5/17/2006,114072,114272,109167,109224
5/16/2006,113787,115298,112076,113373
5/15/2006,114101,114728,111791,113188
5/12/2006,116639,116810,114471,115213
5/11/2006,120546,120859,117123,117580
5/10/2006,120489,120774,119177,120517
5/9/2006,119918,120916,119662,120745
5/8/2006,119006,120047,118378,119761
5/5/2006,118207,119662,118207,119476
5/4/2006,118350,119063,117779,118093
5/3/2006,117922,118350,117095,118093
5/2/2006,116639,118350,116068,118093
4/28/2006,114657,116681,114642,116553
4/27/2006,116125,116639,114699,114814
4/26/2006,114928,117209,114457,116938
4/25/2006,115583,115755,114329,114642
4/24/2006,115926,116068,114728,115384
4/20/2006,115384,116496,114215,115213
4/19/2006,115498,116125,114357,115869
4/18/2006,111363,115213,111363,115213
4/17/2006,110992,111905,110707,111192
4/13/2006,110792,111448,110051,110365
4/12/2006,110792,111477,109794,111477
4/11/2006,112052,112633,109844,110222
4/10/2006,112372,112662,111123,111834
4/7/2006,114028,114754,112256,113127
4/6/2006,113592,114318,112430,114173
4/5/2006,112692,113766,111878,113650
4/4/2006,113243,113912,112430,112837
4/3/2006,111413,113302,111036,113302
3/31/2006,110222,110803,109670,110658
3/30/2006,109873,111007,109118,110222
3/29/2006,107172,109380,106910,109234
3/28/2006,108363,110164,106707,106765
3/27/2006,109234,110832,108363,110019
3/24/2006,109089,110338,108770,110019
3/23/2006,111210,111413,108653,109525
3/22/2006,109234,110876,109060,110803
3/21/2006,111558,112052,109234,109467
3/20/2006,112285,113011,111123,112140
3/17/2006,111675,112575,110716,111558
3/16/2006,111965,113389,111500,111994
3/15/2006,110396,112677,109757,112517
3/14/2006,106765,110542,106721,110542
3/13/2006,108799,109525,107026,108072
3/10/2006,107026,109351,106620,108508
3/9/2006,110396,110832,105952,106736
3/8/2006,109380,110179,107085,109815
3/7/2006,111849,112023,109409,110542
3/6/2006,115480,115713,112604,112604
3/3/2006,115335,116120,114028,115800
3/2/2006,115771,116497,114958,115568
3/1/2006,114086,115829,113708,115626
2/24/2006,113302,114028,112750,114028
2/23/2006,112866,113795,111355,112953
2/22/2006,112546,114188,112140,112662
2/21/2006,114652,115161,112575,112633
2/20/2006,113883,114377,112430,114289
2/17/2006,113011,114406,113011,113737
2/16/2006,110919,113389,110600,113389
2/15/2006,107985,110745,107491,110396
2/14/2006,107913,109009,106166,108653
2/13/2006,109423,109897,107173,107203
2/10/2006,110430,112028,108357,109719
2/9/2006,108949,110282,108328,109305
2/8/2006,108505,109157,107410,107884
2/7/2006,110430,110992,108357,108624
2/6/2006,111318,112176,110341,110430
2/3/2006,111022,111584,108180,110459
2/2/2006,114190,114308,110341,110489
2/1/2006,112946,114278,112354,114278
1/31/2006,113242,114071,111614,113124
1/30/2006,111910,113834,111318,113686
1/27/2006,114278,115167,111910,112295
1/26/2006,111481,113183,111377,113094
1/24/2006,109838,111318,109838,110933
1/23/2006,109097,109275,107736,109275
1/20/2006,109541,110074,108387,109127
1/19/2006,107765,110252,107765,110015
1/18/2006,105693,107173,105426,106611
1/17/2006,108476,108668,106788,107795
1/16/2006,107173,109216,107173,109216
1/13/2006,106581,107454,105930,107380
1/12/2006,107321,108476,106492,106936
1/11/2006,105397,107588,105249,107469
1/10/2006,104805,105041,103709,104834
1/9/2006,106137,106522,105041,105337
1/6/2006,105012,106492,104923,106122
1/5/2006,104805,105308,104124,104849
1/4/2006,104064,105841,103976,104982
1/3/2006,101104,103976,101015,103976
1/2/2006,100008,100541,98499,100512
12/29/2005,99416,100068,99416,99801
12/28/2005,100364,100512,99061,99327
12/27/2005,100897,101237,99949,100068
12/26/2005,100364,100541,100068,100453
12/23/2005,101074,101341,100156,100156
12/22/2005,100956,101548,100689,101400
12/21/2005,100038,101459,100038,101045
12/20/2005,99772,100127,98913,99327
12/19/2005,100956,101104,99298,99476
12/16/2005,100423,101459,100423,100808
12/15/2005,101844,102495,100008,100364
12/14/2005,100749,102495,100660,101696
12/13/2005,99719,100956,99086,100956
12/12/2005,100081,100609,99086,99599
12/9/2005,98543,99659,98302,99599
12/8/2005,98875,99750,98001,98031
12/7/2005,100413,100413,98574,99177
12/6/2005,99358,100926,99267,100564
12/5/2005,99327,99599,98332,99011
12/2/2005,98694,99659,98694,99297
12/1/2005,96433,99056,96433,98830
11/30/2005,95287,96795,94759,96644
11/29/2005,95287,96312,95076,96041
11/28/2005,97277,98151,94985,95136
11/25/2005,96568,97232,96493,96795
11/24/2005,96041,97669,96011,96689
11/23/2005,95890,97126,95860,96795
11/22/2005,93930,95739,92422,95739
11/21/2005,94925,95438,93990,94292
11/18/2005,94382,94895,93779,94262
11/17/2005,93327,95136,93236,94488
11/16/2005,92271,92935,91910,92694
11/14/2005,91668,92422,90945,91668
11/11/2005,94231,94322,92573,92633
11/10/2005,92875,93659,91879,93659
11/9/2005,94684,95619,92754,93463
11/8/2005,94684,94985,93176,94382
11/7/2005,94593,95739,93779,94533
11/4/2005,94593,95377,93357,94473
11/3/2005,95287,96237,94835,94895
11/1/2005,92211,94684,92121,94382
10/31/2005,89558,92392,89558,92211
10/28/2005,89045,90357,88954,89859
10/27/2005,90161,91126,88442,88593
10/26/2005,90764,91668,88804,90703
10/25/2005,90643,92121,89769,90462
10/24/2005,89316,91216,88653,91216
10/21/2005,87145,89286,86452,88653
10/20/2005,92030,92181,85879,86241
10/19/2005,88201,90884,87839,90824
10/18/2005,92603,93236,89256,89256
10/17/2005,91095,93357,91095,92271
10/14/2005,91518,92724,89135,91668
10/13/2005,90764,91819,89859,91699
10/11/2005,93026,93679,92296,92980
10/10/2005,91446,92783,91446,91932
10/7/2005,88742,91780,88317,90838
10/6/2005,91021,91659,87739,88742
10/5/2005,94514,94727,91446,91750
10/4/2005,96580,97249,94788,95061
10/3/2005,96094,97340,95638,96884
9/30/2005,95092,95881,94636,95699
9/29/2005,95851,96003,94028,94788
9/28/2005,94788,95760,94788,95669
9/27/2005,95092,95395,93208,94028
9/26/2005,96003,96155,94575,95016
9/23/2005,93724,95851,93724,95684
9/22/2005,94028,94210,93117,93603
9/21/2005,91598,94575,91598,94302
9/20/2005,92357,92965,91415,91659
9/19/2005,91142,92236,90990,92236
9/16/2005,89805,91324,89805,91142
9/15/2005,89684,90626,89577,89836
9/14/2005,88529,89258,88529,89258
9/13/2005,89137,89319,88377,88620
9/12/2005,89684,89836,89015,89076
9/9/2005,88712,90261,88620,89775
9/8/2005,88256,88863,88165,88529
9/6/2005,87800,88712,87314,88712
9/5/2005,87436,87800,87375,87679
9/2/2005,86038,87132,85977,87010
9/1/2005,86433,87162,85643,86129
8/31/2005,85522,86585,85522,86585
8/30/2005,84580,85279,84094,85279
8/29/2005,82878,84458,82878,84003
8/26/2005,84610,84610,83122,83395
8/25/2005,82818,84792,82514,84792
8/24/2005,81997,82575,81724,81967
8/23/2005,84154,84154,82058,82484
8/22/2005,83122,84246,82848,84154
8/19/2005,83243,83395,79597,81633
8/18/2005,84063,84458,82575,82575
8/17/2005,83851,85005,83729,84914
8/16/2005,84626,85430,83482,83699
8/15/2005,83637,85028,83204,85028
8/12/2005,79927,83019,79617,83019
8/11/2005,83637,84874,81473,81473
8/10/2005,85492,85647,83359,84008
8/9/2005,82864,84503,82648,84503
8/8/2005,82864,83606,82338,82555
8/5/2005,82709,83173,81627,82246
8/4/2005,82215,83482,81905,81998
8/3/2005,83482,84704,82338,82648
8/2/2005,81318,83250,81318,82833
8/1/2005,80236,81936,80081,81936
7/29/2005,81256,81936,80638,80638
7/28/2005,78844,81318,78844,81040
7/27/2005,77762,78442,76649,78381
7/26/2005,75134,76989,74670,76835
7/25/2005,78226,78226,75474,75536
7/22/2005,79463,80081,78226,78226
7/21/2005,80081,80993,79463,79772
7/20/2005,77917,80390,77608,79741
7/19/2005,78226,78752,77948,78350
7/18/2005,78999,79463,78257,79123
7/15/2005,80421,80421,78690,78690
7/14/2005,81936,82307,80700,81473
7/13/2005,79988,81627,79988,81395
7/12/2005,78535,79927,78504,79741
7/11/2005,76680,78597,76680,78535
7/8/2005,76680,76927,76062,76340
7/7/2005,75907,76897,75598,76525
7/6/2005,76680,76958,76154,76835
7/5/2005,78319,78690,76927,76989
7/4/2005,78535,79030,78381,78597
7/1/2005,79463,79617,79215,79617
6/30/2005,79154,79772,78844,78999
6/29/2005,79772,80390,78999,79030
6/28/2005,80236,80390,79308,79463
6/27/2005,78102,79988,77762,79370
6/24/2005,78844,79123,78226,78844
6/23/2005,81163,81627,78566,78814
6/22/2005,81627,81967,80390,81163
6/21/2005,82555,82864,81318,81442
6/20/2005,82709,82988,81905,82570
6/17/2005,81967,83498,81967,82709
6/16/2005,82184,82400,81411,81936
6/15/2005,80390,81782,78844,81782
6/14/2005,76989,79927,75242,79927
6/13/2005,80045,81101,79308,79308
6/10/2005,79404,80205,79244,79500
6/9/2005,77963,78828,77499,78604
6/8/2005,81646,81646,78924,78924
6/7/2005,81325,81646,80205,80397
6/6/2005,83631,83743,80525,82350
6/3/2005,85680,86320,84271,84847
6/2/2005,83887,86064,83887,85808
6/1/2005,81581,83727,81485,83503
5/31/2005,81806,82590,81133,81133
5/30/2005,81325,82446,81325,81870
5/27/2005,79820,81646,79820,81165
5/25/2005,78764,79532,78508,78924
5/24/2005,77483,79116,77195,78988
5/23/2005,79564,79564,77963,77963
5/20/2005,80045,80045,79020,79244
5/19/2005,79244,80205,79212,80205
5/18/2005,78924,80525,78924,80205
5/17/2005,78444,79244,77483,78988
